id,trial,name,response
14,9,Kris,7
14,9,Lake,7
14,9,Quinn,7
14,9,Cameron,7
14,17,Hunter,8
14,17,Sage,6
14,17,Avery,8
14,23,Emery,6
14,23,Cameron,6
14,23,Harper,8
14,21,Grey,7
14,21,Morgan,7
14,21,Avery,7
14,21,Phoenix,7
14,19,Kris,7
14,19,Riley,7
14,19,Blake,7
14,19,Cameron,7
14,19,Taylor,7
14,2,Jordan,7
14,2,Cameron,7
14,2,Harley,7
14,2,Noah,7
14,10,Sage,7
14,10,Hunter,7
14,10,Quinn,7
14,10,Chandler,7
14,4,Brook,7
14,4,Phoenix,7
14,4,Kirby,7
14,4,Quinn,7
14,4,Presley,7
14,12,Skyler,8
14,12,Morgan,7
14,12,Hayden,7
14,15,Whitney,6
14,15,Ari,8
14,15,Sloan,8
14,15,Max,8
14,8,Kirby,7
14,8,Noah,7
14,8,Chandler,7
14,14,Chandler,7
14,14,Hunter,7
14,14,Cameron,7
14,14,Addison,7
14,14,Indigo,7
14,22,Indigo,8
14,22,Bryce,8
14,22,Lake,7
14,20,Robin,8
14,20,Chandler,7
14,20,Sage,7
14,20,Emery,8
14,5,Sasha,7
14,5,Bryce,7
14,5,Kris,7
14,5,Jordan,7
14,7,London,7
14,7,Blake,7
14,7,Alex,8
14,16,Kris,7
14,16,Sage,7
14,16,Whitney,7
14,16,Emery,7
14,11,Flynn,7
14,11,Brooklyn,7
14,11,Kirby,7
14,11,Oakley,7
14,6,Cedar,7
14,6,Kris,7
14,6,Hunter,7
14,6,Morgan,7
14,18,Max,9
14,18,Sasha,8
14,18,Bryce,7
14,1,Robin,7
14,1,Avery,7
14,1,Sage,7
14,1,Hayden,7
14,1,River,7
14,3,Grey,7
14,3,Noah,7
14,3,Sunny,7
14,13,Sunny,7
14,13,Skyler,7
14,13,Kris,7
15,20,Robin,10
15,20,Chandler,10
15,20,Sage,10
15,20,Emery,10
15,7,London,10
15,7,Blake,10
15,7,Alex,10
15,23,Emery,10
15,23,Cameron,10
15,23,Harper,10
15,16,Kris,10
15,16,Sage,10
15,16,Whitney,10
15,16,Emery,10
15,13,Sunny,10
15,13,Skyler,10
15,13,Kris,10
15,21,Grey,10
15,21,Morgan,10
15,21,Avery,10
15,21,Phoenix,10
15,14,Chandler,10
15,14,Hunter,10
15,14,Cameron,10
15,14,Addison,10
15,14,Indigo,10
15,6,Cedar,10
15,6,Kris,10
15,6,Hunter,10
15,6,Morgan,10
15,18,Max,10
15,18,Sasha,10
15,18,Bryce,10
15,4,Brook,10
15,4,Phoenix,10
15,4,Kirby,10
15,4,Quinn,10
15,4,Presley,10
15,15,Whitney,10
15,15,Ari,10
15,15,Sloan,10
15,15,Max,10
15,22,Indigo,10
15,22,Bryce,10
15,22,Lake,10
15,11,Flynn,10
15,11,Brooklyn,10
15,11,Kirby,10
15,11,Oakley,10
15,5,Sasha,10
15,5,Bryce,10
15,5,Kris,10
15,5,Jordan,10
15,1,Robin,10
15,1,Avery,10
15,1,Sage,10
15,1,Hayden,10
15,1,River,10
15,12,Skyler,10
15,12,Morgan,10
15,12,Hayden,10
15,10,Sage,10
15,10,Hunter,10
15,10,Quinn,10
15,10,Chandler,10
15,3,Grey,10
15,3,Noah,10
15,3,Sunny,10
15,19,Kris,10
15,19,Riley,10
15,19,Blake,10
15,19,Cameron,10
15,19,Taylor,10
15,17,Hunter,10
15,17,Sage,10
15,17,Avery,10
15,8,Kirby,10
15,8,Noah,10
15,8,Chandler,10
15,2,Jordan,10
15,2,Cameron,10
15,2,Harley,10
15,2,Noah,10
15,9,Noah,10
15,9,Kris,10
15,9,Lake,10
15,9,Quinn,10
15,9,Cameron,10
16,18,Max,6
16,18,Sasha,9
16,18,Bryce,5
16,19,Kris,4
16,19,Riley,7
16,19,Blake,9
